,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price,price,usage Gaming and Design,usage Engineering,usage desk work,url
640,"Lenovo V15 G2 ITL Intel Core i5-1135G7/8GB/512GB SSD/15.6"" Negro",New,Lenovo,V15,Intel Core i5,8,512,SSD,,15.6,No,1577.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/nW8AAOSwuRJlNrdW/s-l300.jpg
641,"Dynabook Toshiba Satellite Pro C50-J-12X Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Dynabook Toshiba,Satellite Pro,Intel Core i3,8,256,SSD,,15.6,No,2104.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/J~4AAOSwqktlTqQ0/s-l300.jpg
642,"ASUS ROG Strix G17 G713PI-HX004 AMD Ryzen 9 7945HX/32GB/1TB SSD/RTX 4070/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4070,17.3,No,7746.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/Rs8AAOSwustkMCLH/s-l300.jpg
643,"Gigabyte AORUS 15 9KF-E3ES383SD Intel Core i5-12500H/8GB/512GB SSD/RTX 4060/15.6""",New,Gigabyte,Aorus,Intel Core i5,8,512,SSD,RTX 4060,15.6,No,3369.235,High,False,False,True,#
644,"Medion Erazer Beast X40 Intel Core i9-13900HX/32GB/2TB SSD/RTX 4090/17""",New,Medion,Beast,Intel Core i9,32,2000,SSD,RTX 4090,17.0,No,11776.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/uCoAAOSwEEVlJWbn/s-l225.jpg
645,"MSI Prestige 16 A12UD-218ES Intel Core i7-1280P/32GB/1TB SSD/RTX 3050Ti/16""",New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 3050,16.0,No,5979.9310000000005,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/gXgAAOSwB1BlgvT7/s-l225.jpg
646,Lenovo Legion 5 15ACH6-990 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX3070/15.6'' (PT),Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,SSD,RTX 3070,15.6,No,3658.899,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/75MAAOSwQAZlQd4A/s-l300.jpg
647,"Alurin Flex Advance Intel Core i5-1155G7/8GB/256GB SSD/14"" + Windows 11 Home",New,Alurin,Flex Advance,Intel Core i5,8,256,SSD,,14.0,No,1674.0,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/ObMAAOSwqKdkrehF/s-l225.jpg
648,"HP OMEN 17-ck0013ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/17.3""",New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,17.3,No,5266.9310000000005,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/rTAAAOSwx~xiq25K/s-l300.jpg
649,"Alurin Flex Intel Core i3-10110U/8GB/256GB SSD/nOS/14""",New,Alurin,Flex,Intel Core i3,8,256,SSD,,14.0,No,1332.69,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/lgIAAOSwzltleKqb/s-l225.jpg
650,"Acer Aspire 3 A315-56-35X1 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Acer,Aspire,Intel Core i3,8,256,SSD,,15.6,No,1194.12,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/HLkAAOSw8Ttj79UO/s-l300.jpg
651,"Acer TravelMate P2 TMP215-53-58LP Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,256,SSD,,15.6,No,2247.5,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/xJMAAOSwpxJk7MFk/s-l300.jpg
652,"Acer Extensa 15 EX215-54-50GK Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,SSD,,15.6,No,1825.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/uiAAAOSwE-hle9RD/s-l225.jpg
653,"ASUS ExpertBook B1 B1502CBA-EJ0439W Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,15.6,No,2743.469,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/UaIAAOSwwIFjREWa/s-l225.jpg
654,"HP Chromebook x360 11 G3 Education Edition Intel Celeron N4020/4GB/32GB/11.6"" Táctil",New,HP,Chromebook,Intel Celeron,4,32,,,11.6,Yes,875.967,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/5KoAAOSwFT9lfiR4/s-l225.jpg
655,"LG Gram 14Z90R-G.AD78B Intel Evo Core i7-1360P/32GB/1TB SSD/14""",New,LG,Gram,Intel Evo Core i7,32,1000,SSD,,14.0,No,6196.900000000001,High,False,True,True,https://i.ebayimg.com/thumbs/images/g/bsEAAOSwySVk8eRx/s-l300.jpg
656,"Acer Extensa 15 EX215-54-323B Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,SSD,,15.6,No,1336.069,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/5DcAAOSwGV5kHlAr/s-l225.jpg
657,"LG Gram 16Z90R-E.AD75B Intel Evo Core i7-1360P/32GB/512GB SSD/RTX 3050/16""",New,LG,Gram,Intel Evo Core i7,32,512,SSD,RTX 3050,16.0,No,7281.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/SxYAAOSwh~BlV6N0/s-l300.jpg
658,"Microsoft Surface Laptop 5 Platino Intel Evo Core i7-1255U/8GB/256GB SSD/15"" Táctil",New,Microsoft,Surface Laptop,Intel Evo Core i7,8,256,SSD,,15.0,Yes,4739.900000000001,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/49UAAOSwFplkEUkT/s-l300.jpg
659,"HP EliteBook 840 G5 Intel Core i7-8550U/16GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,,14.0,No,1822.8,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/-QoAAOSwjoxh2oTm/s-l300.jpg
660,"Dynabook Toshiba Portégé X30L-K-108 Intel Core i7-1260P/16GB/512GB SSD/13.3""",New,Dynabook Toshiba,Portégé,Intel Core i7,16,512,SSD,,13.3,No,5595.531,High,False,True,True,#
661,"Lenovo ThinkPad T440 Intel Core i5-4300U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,1236.9,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/~lYAAOSwW-BlV81m/s-l300.jpg
662,"Dynabook Toshiba Tecra A50-J-1F8 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Dynabook Toshiba,Tecra,Intel Core i5,8,256,SSD,,15.6,No,2786.931,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/eoQAAOSw5fZhd5-c/s-l300.jpg
663,"ASUS Zenbook 14 OLED UM3402YA-KM063W AMD Ryzen 5 5625U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,,14.0,No,2653.6,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/14gAAOSwqaZlHg5M/s-l300.jpg
664,"Alurin Flex Intel Core i3-10110U/8GB/512GB SSD/14""",New,Alurin,Flex,Intel Core i3,8,512,SSD,,14.0,No,1639.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/NogAAOSwUhRlgHQz/s-l225.jpg
665,"Apple MacBook Pro Apple M2 Pro 12 Núcleos/16GB/1TB SSD/14.2"" Plata",New,Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,,14.2,No,8521.9,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/MVoAAOSwZHdlSU2w/s-l225.jpg
666,"HP EliteBook 850 G5 i5-8250U/8GB/256GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,,15.6,No,2786.931,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/-sUAAOSw84lleSuP/s-l300.jpg
667,"Apple MacBook Pro Apple M2 Pro 12 Núcleos/16GB/512GB SSD/16.2"" Plata",New,Apple,MacBook Pro,Apple M2 Pro,16,512,SSD,,16.2,No,8645.9,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/eYAAAOSwaStlZOyz/s-l300.jpg
668,"Thomson Neo White Intel Celeron N4020/4GB/64GB eMMC/14.1""",New,Thomson,Neo,Intel Celeron,4,64,eMMC,,14.1,No,623.2550000000001,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/QN8AAOSwUS1leLPP/s-l225.jpg
669,"ASUS VivoBook F515EA-BQ3063 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,15.6,No,1565.531,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/ESQAAOSwz6hlDHCU/s-l300.jpg
670,"Alurin Flex Advance AMD Ryzen 5 5500U/16GB/500GB SSD/15.6""",New,Alurin,Flex Advance,AMD Ryzen 5,16,500,SSD,,15.6,No,1546.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/h7gAAOSwWcBlfIRV/s-l225.jpg
671,"ASUS VivoBook 15 F1500EA-EJ3100 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,,15.6,No,1100.5,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/1h4AAOSwo~VleQ~c/s-l300.jpg
672,"ASUS Zenbook 14 OLED UM3402YA-KM094W AMD Ryzen 7 5825U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14.0,No,3716.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/W3wAAOSwIJVicaZw/s-l300.jpg
673,"Acer ConceptD 3 Pro CN316-73P-79PD Intel Core i7-11800H/16GB/1TB SSD/T1200/16""",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,16.0,No,5886.900000000001,High,True,True,True,#
674,"Lenovo V15 G2 ITL Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i7,16,512,SSD,,15.6,No,3003.9,High,False,True,True,https://i.ebayimg.com/thumbs/images/g/EToAAOSwI~tkVGVW/s-l225.jpg
675,"Lenovo ThinkPad T15p Gen 2 Intel Core i7-11800H/16GB/512GB SSD/GTX 1650/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,6320.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/C6oAAOSwhMFlcLhu/s-l225.jpg
676,"ASUS ExpertBook P1512CEA-EJ0084X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,15.6,No,2666.0,Medium,False,True,True,#
677,"Lenovo ThinkPad L14 Gen 2 Intel Core i5-1145G7/16 GB/256GB SSD/14""",New,Lenovo,ThinkPad,Intel Core i5,16,256,SSD,,14.0,No,2693.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/xvoAAOSwJlllcPGJ/s-l300.jpg
678,"Acer Predator Helios 300 PH317-55-77GT Intel Core i7-11800H/32GB/1TB SSD/RTX3070/17.3""",Refurbished,Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,4393.289000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/ZWwAAOSwIm9lWGln/s-l300.jpg
679,"MSI Modern 14 C5M-023XES AMD Ryzen 5 5625U/8GB/512GB SSD/14""",Refurbished,MSI,Modern,AMD Ryzen 5,8,512,SSD,,14.0,No,2044.264,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/uRcAAOSwcPhlfJVn/s-l225.jpg
680,"HP 15S-EQ1134NS AMD 3020e/8GB/256GB SSD/15.6""",New,HP,15S,AMD 3020e,8,256,SSD,,15.6,No,933.131,Low,True,True,True,https://i.ebayimg.com/thumbs/images/g/flIAAOSwE-hlfR-K/s-l300.jpg
681,"HP Pavilion Aero 13-be1006ns AMD Ryzen 7 5825U/16GB/512GB SSD/13.3""",Refurbished,HP,Pavilion,AMD Ryzen 7,16,512,SSD,,13.3,No,2057.4390000000003,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/F5oAAOSwxdJihSMS/s-l300.jpg
682,"Dynabook Toshiba Tecra A50-K-14S Intel Core i7-1260P/16GB/512GB SSD/15.6""",New,Dynabook Toshiba,Tecra,Intel Core i7,16,512,SSD,,15.6,No,5074.7,High,False,True,True,https://i.ebayimg.com/thumbs/images/g/LWAAAOSwpzRlb4Ub/s-l300.jpg
683,"Apple MacBook Pro Apple M2 Max/32GB/1TB SSD/14.2"" Plata",New,Apple,MacBook Pro,Apple M2,32,1000,SSD,,14.2,No,10536.9,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/YYQAAOSw73JkWleX/s-l300.jpg
684,"ASUS ExpertBook B1 B1402CBA-EB0862 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,14.0,No,2480.0,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/98wAAOSw5tBlTgvD/s-l225.jpg
685,"Apple Macbook Pro Intel Core i7/16GB/512GB SSD/Radeon Pro 5300M/16"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i7,16,512,SSD,Radeon Pro 5300M,16.0,No,3390.4390000000003,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/XtUAAOSwLQJlaln8/s-l225.jpg
686,"Lenovo V15 IGL Intel Celeron N4020/4GB/128GB SSD/15.6""",New,Lenovo,V15,Intel Celeron,4,128,SSD,,15.6,No,864.9,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/WVUAAOSw1KZk7bCT/s-l225.jpg
687,ASUS TUF Dash F15 FX517ZE Intel Core i7-12650H/16GB/512GB SSD/RTX 3050Ti/15.6'' (PT),New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,4593.053000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/m8QAAOSw6G9lhD9v/s-l300.jpg
688,"Dell Latitude 3520 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,2724.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/pEkAAOSwrVhlSSr3/s-l300.jpg
689,"LG Ultra 16U70Q AMD Ryzen 5 5625U/8GB/512GB SSD/16""",New,LG,Ultra,AMD Ryzen 5,8,512,SSD,,16.0,No,3003.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/DG0AAOSw6GBlb4KO/s-l225.jpg
690,"Lenovo Yoga Slim 7 Pro 14IAP7 Intel Evo Core i5-1240P/8GB/512GB SSD/14""",New,Lenovo,Yoga,Intel Evo Core i5,8,512,SSD,,14.0,No,3034.9,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/vcsAAOSw-JllbZoI/s-l225.jpg
691,"MSI Katana GF66 11UC-045XES Intel Core i7-11800H/16 GB/1TB SSD/RTX3050/15.6""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,3716.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/aBkAAOSwTm1lg2AB/s-l300.jpg
692,"Medion Erazer Beast X40 Intel Core i9-13900HX/32GB/1TB SSD/RTX 4080/17""",New,Medion,Beast,Intel Core i9,32,1000,SSD,RTX 4080,17.0,No,9916.931,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/VV0AAOSwnLBj-grN/s-l225.jpg
693,"Medion Erazer Major X10 Intel Core i7-12700H/16GB/1TB SSD/Intel Arc A730M/16""",New,Medion,Erazer,Intel Core i7,16,1000,SSD,A 730M,16.0,No,5266.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/KTIAAOSw2F9lVxx7/s-l225.jpg
694,"Razer Blade 17 FullHD 360Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3070Ti/17.3""",New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,10850.0,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/1wEAAOSwf9RlOxO5/s-l300.jpg
695,"ASUS ROG Zephyrus G14 2023 GA402XY-NC019W AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4090/14""",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4090,14.0,No,14256.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/3CMAAOSwzs5lSP3s/s-l300.jpg
696,"Apple Macbook Air 2023 Apple M2/8GB/512GB SSD/GPU Deca Core/15.3"" Blanco Estrella",New,Apple,MacBook Air,Apple M2,8,512,SSD,,15.3,No,5669.900000000001,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/OSEAAOSwYOxk91gH/s-l300.jpg
697,"Apple Macbook Air 2023 Apple M2/8GB/512GB SSD/GPU Deca Core/15.3"" Plata",New,Apple,MacBook Air,Apple M2,8,512,SSD,,15.3,No,5669.900000000001,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/OSEAAOSwYOxk91gH/s-l300.jpg
698,"Microsoft Surface Laptop Studio Intel Core i5-11300H/16GB/512GB SSD/14.4"" Táctil Platino",New,Microsoft,Surface Laptop,Intel Core i5,16,512,SSD,,14.4,Yes,5886.900000000001,High,False,True,True,https://i.ebayimg.com/thumbs/images/g/ijcAAOSwgvFkwYlU/s-l300.jpg
699,"Razer Blade 15 Advanced Model QHD Intel Core i7-12800H/32 GB/1TB SSD/RTX 3080Ti/15.6""",New,Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,12706.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/LYYAAOSwj~NlafXI/s-l300.jpg
700,"Razer Blade 17 4K 144Hz Intel Core i9-12900H/32GB/1TB SSD/RTX 3070Ti/17.3""",New,Razer,Blade,Intel Core i9,32,1000,SSD,RTX 3070,17.3,No,13949.969,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/GtEAAOSwbM1leJ~o/s-l300.jpg
701,"Razer Blade 17 QHD 240Hz Intel Core i9-12900H/16GB/1TB SSD/RTX 3070Ti/17.3""",New,Razer,Blade,Intel Core i9,16,1000,SSD,RTX 3070,17.3,No,12089.969,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/GtEAAOSwbM1leJ~o/s-l300.jpg
702,"Samsung Galaxy Book3 Ultra Intel Evo Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",New,Samsung,Galaxy Book,Intel Evo Core i7,16,1000,SSD,RTX 4050,16.0,No,9296.931,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/trUAAOSwo49kLQ6k/s-l300.jpg
703,"Dell Latitude E7470  Intel Core i5-6200U/16GB/256GB SSD/14""",Refurbished,Dell,Latitude,Intel Core i5,16,256,SSD,,14.0,No,1546.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/CywAAOSw-q5h8ELT/s-l300.jpg
704,"Razer Blade 14 165Hz AMD Ryzen 9 6900HX/16GB/1TB SSD/RTX 3070Ti/14""",Refurbished,Razer,Blade,AMD Ryzen 9,16,1000,SSD,RTX 3070,14.0,No,8989.969,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/5~IAAOSwU95lZitn/s-l300.jpg
705,"Lenovo IdeaPad Flex 5 13ITL6 Chromebook 13ITL6 Intel Core i3-1115G4/8GB/256GB SSD/13.3"" Táctil",New,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,,13.3,Yes,2166.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/~goAAOSw31Zlg1-3/s-l300.jpg
706,"ASUS VivoBook 15 F1502ZA-EJ1112W Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,,15.6,No,2340.5,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/a84AAOSwyNtlbvvi/s-l300.jpg
707,"ASUS ExpertBook B1 B1500CEAE-EJ3404W Intel Core i5-1135G7/8GB/1TB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,1000,SSD,,15.6,No,2445.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/zmYAAOSwkLxe86Cv/s-l225.jpg
708,"Lenovo 300e Intel Celeron N4120/4GB/128GB SSD/11.6"" Táctil",New,Lenovo,Chromebook,Intel Celeron,4,128,SSD,,11.6,Yes,1398.1,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/dmEAAOSwr1Vk3VMO/s-l225.jpg
709,"HP 250 G9 Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,HP,250,Intel Core i5,8,512,SSD,,15.6,No,1766.969,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/qNYAAOSw2AJlUKpX/s-l225.jpg
710,"ASUS VivoBook 14 F1402ZA-EK645 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,,14.0,No,2445.9,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/R-oAAOSwHIllbibU/s-l300.jpg
711,"ASUS TUF Gaming F15 TUF507ZC4-HN040 Intel Core i7-12700H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,2820.969,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/m8QAAOSw6G9lhD9v/s-l300.jpg
712,"Denver Electronics NBD-14105SSDES Intel Celeron N4020/4GB/64GB+256GB SSD/14""",New,Denver,Electronics,Intel Celeron,4,256,SSD,,14.0,No,1022.845,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/7ZwAAOSwIC9leHxF/s-l225.jpg
713,"HP 15S-FQ5044NS Intel Core i7-1255U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,8,512,SSD,,15.6,No,2263.031,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/ewgAAOSwBNNle20v/s-l300.jpg
714,"Microsoft Surface Pro 9 Platino Intel Evo Core i7-1255U/16GB/1TB SSD/13"" Táctil",New,Microsoft,Surface Pro,Intel Evo Core i7,16,1000,SSD,,13.0,Yes,7839.900000000001,High,False,True,True,https://i.ebayimg.com/thumbs/images/g/yRYAAOSwBaBlXRon/s-l300.jpg
715,"ASUS ROG FLOW Z13  GZ301VU-93D45PB1 Intel Core i9-13900H/16GB/1TB SSD/RTX4050/13.4"" Tátil (PT)",New,Asus,ROG,Intel Core i9,16,1000,SSD,,13.4,Yes,7504.015,High,False,True,True,https://i.ebayimg.com/thumbs/images/g/OHMAAOSwqgdlQv89/s-l225.jpg
716,"Samsung Galaxy Book3 Ultra Intel Evo Core i9-13900H/32GB/1TB SSD/RTX 4070/16""",New,Samsung,Galaxy Book,Intel Evo Core i9,32,1000,SSD,RTX 4070,16.0,No,11466.931,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/t34AAOSw7ElldlFb/s-l300.jpg
717,"Lenovo ThinkPad L13 Gen 3 Intel Core i7-1255U/16GB/512GB SSD/13.3""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,,13.3,No,4134.067,High,False,True,True,https://i.ebayimg.com/thumbs/images/g/VKkAAOSwTf9lVuCn/s-l300.jpg
718,"HP 15S-FQ4073NS Intel Core i5-1155G7/8GB/1TB SSD/15.6""",New,HP,15S,Intel Core i5,8,1000,SSD,,15.6,No,2321.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/qBoAAOSwiMJlhHlU/s-l225.jpg
719,"Dynabook Toshiba Satellite Pro C50-G-10E Intel Core i5-10210U/8GB/512GB SSD/15.6""",New,Dynabook Toshiba,Satellite Pro,Intel Core i5,8,512,SSD,,15.6,No,2290.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/eoQAAOSw5fZhd5-c/s-l300.jpg
720,"HP ProBook 450 G9 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,HP,ProBook,Intel Core i5,16,512,SSD,,15.6,No,3227.1,High,False,True,True,https://i.ebayimg.com/thumbs/images/g/Qi4AAOSwVgBjoRFg/s-l300.jpg
721,"Lenovo ThinkPad T490s Intel Core i5-8265U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,2476.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/bBQAAOSwNehlgKIZ/s-l225.jpg
722,"LG Gram 15Z90R-G.AA75B Intel Evo Core i7-1360P/16GB/512GB SSD/15""",New,LG,Gram,Intel Evo Core i7,16,512,SSD,,15.0,No,5266.900000000001,High,False,True,True,https://i.ebayimg.com/thumbs/images/g/bP0AAOSwyTVlJvnn/s-l300.jpg
723,"ASUS VivoBook 15 F1500EA-EJ3107 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,256,SSD,,15.6,No,1408.113,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/iaQAAOSwxbFlFZEb/s-l300.jpg
724,"Microsoft Surface Pro 7+ Intel Core i5-1135G7/8GB/256GB SSD/12.3"" Táctil Platino",New,Microsoft,Surface Pro,Intel Core i5,8,256,SSD,,12.3,Yes,3543.7960000000003,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/t8YAAOSwgbVlfQcq/s-l300.jpg
725,"Apple MacBook Pro Apple M2 Pro 12 Núcleos/32GB/1TB SSD/14.2"" Gris Espacial",New,Apple,MacBook Pro,Apple M2 Pro,32,1000,SSD,,14.2,No,10164.9,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/OAMAAOSwEEZlSf2r/s-l225.jpg
726,"ASUS VivoBook 15 F1500EA-EJ3167W Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,15.6,No,1556.2,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/iaQAAOSwxbFlFZEb/s-l300.jpg
727,"HP 15S-FQ2161NS Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i3,8,256,SSD,,15.6,No,1292.297,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/vMsAAOSw34Nlc30j/s-l300.jpg
728,"HP Chromebook 11 G9 Intel Celeron N4500/4GB/32GB/11.6""",New,HP,Chromebook,Intel Celeron,4,32,,,11.6,No,713.434,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/0PkAAOSwiJ1lTRGJ/s-l300.jpg
729,"Acer Extensa 15 EX215-22 AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 5,8,512,SSD,,15.6,No,1174.931,Low,True,True,True,https://i.ebayimg.com/thumbs/images/g/GL0AAOSw9EhkIudY/s-l225.jpg
730,"Microsoft Surface Laptop Studio Intel Core i7-11370H/16GB/512GB SSD/RTX 3050Ti/14.4"" Táctil Platino",New,Microsoft,Surface Laptop,Intel Core i7,16,512,SSD,RTX 3050,14.4,Yes,6816.9310000000005,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/M8AAAOSwmkllbMz6/s-l300.jpg
731,"Alurin Flex Advance Intel Core i5-1155G7/8GB/256GB/15.6"" + Windows 11 Home",New,Alurin,Flex Advance,Intel Core i5,8,256,,,15.6,No,1701.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/6mgAAOSwf49kHAeJ/s-l225.jpg
