,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price,price,usage Gaming and Design,usage Engineering,usage desk work,url
0,"ASUS ExpertBook B1 B1502CBA-EJ0436X Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,512,SSD,,15.6,No,3127.9,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/0CEAAOSw0mZle~4F/s-l300.jpg
1,"Alurin Go Start Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Alurin,Go,Intel Celeron,8,256,SSD,,15.6,No,926.9,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/4zIAAOSwAyllb1a6/s-l225.jpg
2,"ASUS ExpertBook B1 B1502CBA-EJ0424X Intel Core i3-1215U/8GB/256GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i3,8,256,SSD,,15.6,No,2445.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/AvEAAOSw6JRlfkWJ/s-l225.jpg
3,"MSI Katana GF66 12UC-082XES Intel Core i7-12700H/16GB/1TB SSD/RTX3050/15.6""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,3716.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/R0EAAOSwVk5lVPxJ/s-l300.jpg
4,"HP 15S-FQ5085NS Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,16,512,SSD,,15.6,No,2073.931,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/60QAAOSwMORlCIDm/s-l300.jpg
5,"MSI Crosshair 17 C12VF-264XES Intel Core i7-12650H/32GB/1TB SSD/RTX 4060/17.3""",New,MSI,Crosshair,Intel Core i7,32,1000,SSD,RTX 4060,17.3,No,5266.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/5McAAOSwzy9lANLE/s-l225.jpg
6,"Lenovo Thinkpad E14 Gen 4 AMD Ryzen 5 5625U/8GB/256GB SSD/14""",New,Lenovo,ThinkPad,AMD Ryzen 5,8,256,SSD,,14.0,No,2817.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/wpYAAOSw2yNlVkW8/s-l300.jpg
7,"ASUS VivoBook 15 F515JA-EJ2882W Intel Core i7-1065G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,8,512,SSD,,15.6,No,2507.931,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/R-oAAOSwHIllbibU/s-l300.jpg
8,"Medion Akoya E15415 Intel Core i5-10210U/8GB/256GB SSD/15.6""",New,Medion,Akoya,Intel Core i5,8,256,SSD,,15.6,No,1608.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/qSkAAOSwOqdlfz2O/s-l225.jpg
9,"HP Victus 16-d1038ns Intel Core i7-12700H/16GB/512GB SSD/RTX 3050/16.1""",New,HP,Victus,Intel Core i7,16,512,SSD,RTX 3050,16.1,No,3561.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/LikAAOSwuONlgcve/s-l300.jpg
10,"Lenovo V15 IGL Intel Celeron N4020/8GB/256 GB SSD/15.6""",New,Lenovo,V15,Intel Celeron,8,256,SSD,,15.6,No,1081.9,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/c2cAAOSwBQZle2zc/s-l225.jpg
11,"MSI Thin GF63 12VE-021XES Intel Core i7-12650H/16GB/1TB SSD/RTX 4050/15.6""",New,MSI,Thin,Intel Core i7,16,1000,SSD,RTX 4050,15.6,No,4336.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/FeIAAOSw~-Vld7rO/s-l300.jpg
12,"ASUS ROG Strix G15 G513RC-HN088 AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,3716.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/1iAAAOSw6Q5k-Zg6/s-l300.jpg
13,"Lenovo V15 G3 ABA AMD Ryzen 5 5625U/16GB/512GB SSD/15.6""",New,Lenovo,V15,AMD Ryzen 5,16,512,SSD,,15.6,No,1478.669,Low,True,True,True,https://i.ebayimg.com/thumbs/images/g/h7gAAOSwWcBlfIRV/s-l300.jpg
14,"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,,15.6,No,1212.1,Low,True,True,True,https://i.ebayimg.com/thumbs/images/g/5ysAAOSwXyRlgyUU/s-l300.jpg
15,"HP 15S-FQ5013NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,2166.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/bh8AAOSw9QlldAxs/s-l225.jpg
16,"Lenovo IdeaPad 3 15IAU7 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,,15.6,No,2476.9,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/KRQAAOSwjQFk5nf~/s-l300.jpg
17,"HP 15S-FQ2163NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i3,8,512,SSD,,15.6,No,1701.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/5a0AAOSwEONlaWjH/s-l300.jpg
18,"ASUS VivoBook 15 F515JA-EJ4134 Intel Core i7-1065G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,8,512,SSD,,15.6,No,2383.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/R-oAAOSwHIllbibU/s-l300.jpg
19,"MSI GF63 Thin 11UC-446XES Intel Core i7-11800H/16GB/512GB SSD/RTX 3050/15.6""",New,MSI,Thin,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,3096.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/XE0AAOSwIzllZqyM/s-l300.jpg
20,"MSI Cyborg 15 A12VF-098XES Intel Core i5-12450H/16GB/1TB SSD/RTX 4060/15.6""",New,MSI,Cyborg,Intel Core i5,16,1000,SSD,RTX 4060,15.6,No,3871.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/piAAAOSw1iBlbeoi/s-l300.jpg
21,"ASUS M515UA-EJ486W AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",New,Asus,M515UA,AMD Ryzen 7,16,512,SSD,,15.6,No,2445.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/pxoAAOSwOUZj8AH2/s-l225.jpg
22,"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,,15.6,No,2259.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/5ysAAOSwXyRlgyUU/s-l300.jpg
23,"ASUS TUF Gaming F15 FX506HC-HN004 Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,TUF,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,3406.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/m8QAAOSw6G9lhD9v/s-l300.jpg
24,"Acer Aspire 3 A315-59-37GX Intel Core i3-1215U/8GB/256GB SSD/15.6""",New,Acer,Aspire,Intel Core i3,8,256,SSD,,15.6,No,1670.931,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/N7cAAOSwfsJlWUPK/s-l225.jpg
25,"ASUS TUF Gaming F15 FX507ZC4-HN002 Intel Core i7-12700H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,3654.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/m8QAAOSw6G9lhD9v/s-l300.jpg
26,"Alurin Go Start Intel Celeron N4020/8GB/256GB SSD/14""",New,Alurin,Go,Intel Celeron,8,256,SSD,,14.0,No,740.9,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/y8kAAOSwOVhlZvyI/s-l225.jpg
27,"HP Victus 15-fa0012ns Intel Core i5-12500H/16GB/512GB SSD/RTX 3050/15.6""",New,HP,Victus,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,3096.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/cq8AAOSwcPhleyxS/s-l300.jpg
28,"HP Pavilion 15-eh1004ns AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",New,HP,Pavilion,AMD Ryzen 5,16,512,SSD,,15.6,No,2476.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/8oMAAOSwGIpklbfu/s-l300.jpg
29,"Lenovo IdeaPad 3 15ITL6 Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,,15.6,No,1608.931,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/AVwAAOSwf41legCR/s-l300.jpg
30,"HP 15S-FQ5028NS Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,16,512,SSD,,15.6,No,2445.9,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/VNkAAOSwtjBhj04f/s-l300.jpg
31,"MSI Katana 15 B12VFK-095XES Intel Core i7-12650H/16GB/512GB SSD/RTX 4060/15.6""",New,MSI,Katana,Intel Core i7,16,512,SSD,RTX 4060,15.6,No,4801.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/kTYAAOSwUVJlgjON/s-l300.jpg
32,"ASUS VivoBook F1500EA-EJ2384W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,,15.6,No,1670.931,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/kTcAAOSwD0tlbfnD/s-l300.jpg
33,"HP 15S-fq2159ns Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i3,8,256,SSD,,15.6,No,1670.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/xOUAAOSwWPhlUrf9/s-l300.jpg
34,"MSI Vector GP77 13VF-022XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/17.3""",New,MSI,Vector,Intel Core i7,32,1000,SSD,RTX 4060,17.3,No,6971.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/PGkAAOSwIrhkT-ZY/s-l225.jpg
35,"ASUS VivoBook Pro 15 OLED M6500QC-L1010W AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,VivoBook,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,4026.931,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/2gUAAOSwAyNlegjs/s-l300.jpg
36,"ASUS ROG Strix G15 G513RC-HF094 AMD Ryzen 7 6800H/16GB/512GB SSD/RTX3050/15.6""",New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,3530.931,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/LSIAAOSwKOJlIc41/s-l300.jpg
37,"ASUS Chromebook CX1500CNA-EJ0100 Intel Celeron N3350/8GB/64GB eMMC/15.6""",New,Asus,Chromebook,Intel Celeron,8,64,eMMC,,15.6,No,1236.9,Low,False,False,True,https://secureir.ebaystatic.com/pictures/aw/pics/stockimage1.jpg
38,"HP 15S-fq5101ns Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,16,512,SSD,,15.6,No,2445.9,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/3vQAAOSwNOFkrLGR/s-l300.jpg
39,"HP 15S-EQ2090NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,SSD,,15.6,No,1856.931,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/ZpIAAOSwJqVlfzTx/s-l300.jpg
40,HP Omen 16-b1022ns Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/16.1'',New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,16.1,No,5266.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/rTAAAOSwx~xiq25K/s-l300.jpg
41,"ASUS VivoBook 15 F1502ZA-EJ733 Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,15.6,No,1887.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/o5AAAOSw4BZf6c8q/s-l300.jpg
42,"Asus ZenBook 13 OLED UX325EA-KG245 Intel Core i7-1165G7/16GB/512GB SSD/13.3""",New,Asus,ZenBook,Intel Core i7,16,512,SSD,,13.3,No,3375.9,High,False,True,True,https://i.ebayimg.com/thumbs/images/g/BN0AAOSwARJlgyDI/s-l300.jpg
43,HP Victus 16-d1033ns Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/16.1'',New,HP,Victus,Intel Core i7,16,512,SSD,RTX 3060,16.1,No,4336.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/B40AAOSw6zlkiJ0B/s-l300.jpg
44,"HP 15S-fq5055ns Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,16,512,SSD,,15.6,No,2786.931,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/1twAAOSwc1pkJ2si/s-l225.jpg
45,"HP 15S-eq2087ns AMD Ryzen 5 5500U/12GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,12,512,SSD,,15.6,No,1701.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/ZpIAAOSwJqVlfzTx/s-l300.jpg
46,"Lenovo IdeaPad Gaming 3 15IHU6 Intel Core i5-11320H/16GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,2879.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/mI4AAOSwHZ9lglnO/s-l300.jpg
47,"MSI Creator M16 B13VE-682XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16.0,No,5886.9310000000005,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/tMoAAOSwKXZleNzA/s-l225.jpg
48,"Lenovo IdeaPad 1 15ALC7 AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,,15.6,No,2569.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/5ysAAOSwXyRlgyUU/s-l300.jpg
49,"HP 15S-fq2158ns Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,15S,Intel Core i3,8,256,SSD,,15.6,No,1391.9,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/xOUAAOSwWPhlUrf9/s-l300.jpg
50,"Apple MacBook Air Apple M1/8GB/256GB SSD/GPU Hepta Core/13.3"" Gris Espacial",New,Apple,MacBook Air,Apple M1,8,256,SSD,,13.3,No,3778.9,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/OSoAAOSwNbplbjwo/s-l225.jpg
51,"Lenovo ThinkBook 14 Intel Core i5-1135G7/8GB/256GB SSD/14""",New,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,,14.0,No,2166.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/3BcAAOSwkGdlcqcr/s-l300.jpg
52,"ASUS TUF Gaming A15 2023 FA507NV-LP041 AMD Ryzen 7 7735HS/16GB/1TB SSD/RTX 4060/15.6""",New,Asus,TUF,AMD Ryzen 7,16,1000,SSD,RTX 4060,15.6,No,4181.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/ZGEAAOSwPqhkrscZ/s-l300.jpg
53,"MSI Katana 15 B12VGK-094XES Intel Core i7-12650H/16GB/1TB SSD/RTX 4070/15.6""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4070,15.6,No,5266.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/f2AAAOSwnvBld5yY/s-l300.jpg
54,"ASUS M515UA-EJ522W AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,Asus,M515UA,AMD Ryzen 5,8,512,SSD,,15.6,No,2166.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/EDMAAOSwXoRhi8sY/s-l225.jpg
55,"HP Victus 16-e0101ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/16.1""",New,HP,Victus,AMD Ryzen 7,16,512,SSD,RTX 3060,16.1,No,4026.931,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/B40AAOSw6zlkiJ0B/s-l300.jpg
56,"HP 250 G9 Intel Celeron N4500/8 GB/256GB SSD/15.6""",New,HP,250,Intel Celeron,8,256,SSD,,15.6,No,1236.9,Low,False,False,True,https://i.ebayimg.com/thumbs/images/g/YLIAAOSwtAxkr7i~/s-l300.jpg
57,"HP OMEN 16-C0042NS AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050 Ti/16.1""",New,HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,3561.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/P-UAAOSwaLdjLK3~/s-l300.jpg
58,"MSI Modern 15 B7M-041XES AMD Ryzen 5 7530U/16GB/512GB SSD/15.6""",New,MSI,Modern,AMD Ryzen 5,16,512,SSD,,15.6,No,2600.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/t8gAAOSwP09lJxwt/s-l225.jpg
59,"HP 255 G9 AMD Athlon 3020e/8GB/512GB SSD/15.6""",New,HP,255,AMD Athlon,8,512,SSD,,15.6,No,1174.9,Low,True,True,True,https://i.ebayimg.com/thumbs/images/g/FKMAAOSw~-VlZWXi/s-l300.jpg
60,"ASUS VivoBook 15 F1500EA-EJ3022 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,,15.6,No,2507.931,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/kTcAAOSwD0tlbfnD/s-l300.jpg
61,"Lenovo V15 G2 ITL Intel Core i5-1135G7/8 GB/512 GB SSD/15.6""",New,Lenovo,V15,Intel Core i5,8,512,SSD,,15.6,No,2414.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/gp8AAOSwWcBleKcK/s-l300.jpg
62,"ASUS VivoBook 15 F1500EA-EJ3023 Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,8,512,SSD,,15.6,No,2321.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/kTcAAOSwD0tlbfnD/s-l300.jpg
63,"MSI Thin GF63 12VE-009XES Intel Core i5-12450H/16GB/512GB SSD/RTX 4050/15.6""",New,MSI,Thin,Intel Core i5,16,512,SSD,RTX 4050,15.6,No,3406.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/TssAAOSwwcNk93tp/s-l300.jpg
64,"MSI Modern 15 B13M-281XES Intel Core i7-1355U/16GB/1TB SSD/15.6""",New,MSI,Modern,Intel Core i7,16,1000,SSD,,15.6,No,3096.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/3mIAAOSweyllYnOb/s-l300.jpg
65,"HP 15S-eq2088ns AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,16,512,SSD,,15.6,No,2011.931,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/sMYAAOSwDOpk1Flk/s-l300.jpg
66,"MSI Vector GP77 13VG-021XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/17.3""",New,MSI,Vector,Intel Core i7,32,1000,SSD,RTX 4070,17.3,No,7746.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/31gAAOSwvBVlbl74/s-l300.jpg
67,"ASUS VivoBook 15 F1500EA-EJ3067W Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,8,512,SSD,,15.6,No,2662.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/sqAAAOSw0TlkOFpl/s-l300.jpg
68,"MSI Creator M16 B12UDX-809XES Intel Core i7-12650H/32GB/1TB SSD/RTX 3050/16""",New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3050,16.0,No,4646.9310000000005,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/gRwAAOSwa8hknSBT/s-l225.jpg
69,"Apple Macbook Pro Apple M2/8GB/256GB SSD/GPU Deca Core/13.3"" Plata",New,Apple,MacBook Pro,Apple M2,8,256,SSD,,13.3,No,4956.900000000001,High,False,False,True,https://i.ebayimg.com/thumbs/images/g/e90AAOSwXtplVNFb/s-l300.jpg
70,"ASUS TUF Gaming A15 2023 FA507XI-LP024 AMD Ryzen 9 7940HS/32GB/512GB SSD/RTX 4070/15.6""",New,Asus,TUF,AMD Ryzen 9,32,512,SSD,RTX 4070,15.6,No,5266.9310000000005,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/A4AAAOSwTItlVvcl/s-l300.jpg
71,"MSI Katana 15 B13VFK-031XES Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/15.6""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,5266.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/kTYAAOSwUVJlgjON/s-l300.jpg
72,"HP Victus 16-d1021ns Intel Core i7-12700H/16GB/512GB SSD/RTX 3050Ti/16.1""",New,HP,Victus,Intel Core i7,16,512,SSD,RTX 3050,16.1,No,3716.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/RZgAAOSwTY5ldNza/s-l300.jpg
73,"MSI Modern 14 C13M-426XES Intel Core i7-1355U/16GB/1TB SSD/14""",New,MSI,Modern,Intel Core i7,16,1000,SSD,,14.0,No,3096.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/kSMAAOSw6p9iV0OA/s-l300.jpg
74,"MSI Modern 15 B12M-430XES Intel Core i3-1215U/8GB/256GB SSD/15.6""",New,MSI,Modern,Intel Core i3,8,256,SSD,,15.6,No,1546.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/5GMAAOSwbb1ld3Nf/s-l225.jpg
75,"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,,15.6,No,1546.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/TIwAAOSwuS5lLop~/s-l300.jpg
76,"MSI Prestige 14H B12UCX-414XES Intel Core i5-12450H/16GB/512GB SSD/RTX 2050/14""",New,MSI,Prestige,Intel Core i5,16,512,SSD,RTX 2050,14.0,No,3096.9,High,True,True,True,#
77,"Lenovo IdeaPad 3 15ITL6 Intel Core i7-1165G7/16GB/512 GB SSD/15.6""",New,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,,15.6,No,2321.9,Medium,False,True,True,https://i.ebayimg.com/thumbs/images/g/LtkAAOSwJqVlgdjH/s-l300.jpg
78,"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/8 GB/256GB SSD/15.6"" Gris",New,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,,15.6,No,2724.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/ZMMAAOSwfttlgdjr/s-l300.jpg
79,"MSI Prestige 14H B12UCX-413XES Intel Core i7-12650H/16GB/1TB SSD/RTX 2050/14""",New,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 2050,14.0,No,4615.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/f2AAAOSwnvBld5yY/s-l225.jpg
80,"HP Pavilion 15-eg2004ns Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,HP,Pavilion,Intel Core i7,16,512,SSD,,15.6,No,3096.9,High,False,True,True,https://i.ebayimg.com/thumbs/images/g/fNUAAOSw2l5j-Pq5/s-l225.jpg
81,"HP Victus 15-fa0026ns Intel Core i5-12450H/16GB/512GB SSD/GTX 1650/15.6""",New,HP,Victus,Intel Core i5,16,512,SSD,GTX 1650,15.6,No,3096.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/kCcAAOSwSBVlfmDi/s-l300.jpg
82,"Lenovo IdeaPad 3 15ITL6 Intel Core i5-1155G7/8 GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,,15.6,No,1825.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/LtkAAOSwJqVlgdjH/s-l300.jpg
83,"Lenovo ThinkBook 14 G4 IAP Intel Core i5-1235U/8GB/256GB SSD/14""",New,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,,14.0,No,2972.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/baQAAOSwHcFk5mLl/s-l300.jpg
84,"HP Victus 15-fa0004ns Intel Core i5-12500H/16GB/512GB SSD/GTX 1650/15.6""",New,HP,Victus,Intel Core i5,16,512,SSD,GTX 1650,15.6,No,3220.9,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/kCcAAOSwSBVlfmDi/s-l300.jpg
85,"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/8GB/512GBSSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,,15.6,No,1856.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/TGMAAOSwenRlWkiJ/s-l300.jpg
86,"HP 15S-fq5094ns Intel Core i7-1255U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,8,512,SSD,,15.6,No,2290.931,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/p-4AAOSw1mllUNLT/s-l225.jpg
87,"MSI Stealth 16 Studio A13VF-038XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,16.0,No,7591.900000000001,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/wG4AAOSwHMxkLJP1/s-l300.jpg
88,"Acer Aspire 5 A515-57-76BV Intel Core i7-1255U/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i7,8,512,SSD,,15.6,No,2600.9,Medium,False,False,True,https://i.ebayimg.com/thumbs/images/g/YS4AAOSwd5xlehfC/s-l300.jpg
89,"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 3 5300U/8 GB/256GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,,15.6,No,1546.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/TIwAAOSwuS5lLop~/s-l300.jpg
90,"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 5700U/8 GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 7,8,512,SSD,,15.6,No,2166.9,Medium,True,True,True,https://i.ebayimg.com/thumbs/images/g/5ysAAOSwXyRlgyUU/s-l300.jpg
91,"MSI Pulse 15 B13VFK-448XES Intel Core i9-13900H/32GB/1TB SSD/RTX 4060/15.6""",New,MSI,Pulse,Intel Core i9,32,1000,SSD,RTX 4060,15.6,No,7436.931,High,True,True,True,https://i.ebayimg.com/thumbs/images/g/LfMAAOSwVZxkEg6u/s-l300.jpg
92,"Lenovo IdeaPad 1 15ADA7 AMD 3020e/4GB/128GB SSD/15.6""",New,Lenovo,IdeaPad,AMD 3020e,4,128,SSD,,15.6,No,1373.269,Low,True,True,True,https://i.ebayimg.com/thumbs/images/g/LtkAAOSwJqVlgdjH/s-l300.jpg
